Encounter,Location,Project,Recording,Species,SamplingRate,SELECTIONNUMBER,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,DCMEAN,DCSTDDEV,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,DCQUARTER1MEAN,DCQUARTER2MEAN,DCQUARTER3MEAN,DCQUARTER4MEAN,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,FREQBEGSWEEP,FREQBEGUP,FREQBEGDWN,FREQENDSWEEP,FREQENDUP,FREQENDDWN,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEDIANDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLDUR,STEPDUR
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,1,8300.78125,5798.33984375,0.287,6103.515625,8300.78125,2502.44140625,0.9539014451444557,0.2488784426433113,6398.518880208333,747.3113368417985,5981.4453125,7049.560546875,0.354978354978355,1.431578947368421,0.7352941176470589,5798.33984375,5859.375,6835.9375,1007.080078125,0.9033093679718762,0.9690707248524006,0.91692524672913,1.0416743251559832,0.2197265625,0,0,0,7806.54872626134,9986.37573518991,17298.676559744265,-9536.7431640625,-1.8138977072310403,0,0,1,2,1,0,1,0,1,2,2,1,54.0,30.0,16.0,2,0.164,0.164,1.0,0.164,0.164,0.0,6.968641114982579,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,2,6347.65625,3906.25,0.533,4638.671875,5065.91796875,2441.40625,0.8076031476293524,0.24686870243605902,4992.860736268939,812.4235343622479,4791.259765625,5126.953125,0.47619047619047616,1.625,0.9156626506024096,4333.49609375,5859.375,4760.7421875,1449.5849609375,0.74641010105851,0.8936990766950508,0.7075677808222551,0.8811792017856647,0.677490234375,0,0,0,713.1946829212451,15264.005742521367,17308.633794229496,-19704.22330987516,-0.8784225352112678,0,0,1,0,0,1,2,0,0,2,2,0,50.0,43.24324324324324,6.756756756756757,4,0.139,0.131,1.0610687022900764,0.131,0.13366666666666668,0.004618802153517011,7.504690431519699,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,4,9155.2734375,5187.98828125,0.557,7690.4296875,5187.98828125,3967.28515625,0.8320524980446034,0.2609351306185985,7776.232733242754,1186.1658511189812,7873.53515625,7171.630859375,0.5531914893617021,1.7647058823529411,1.4823529411764707,8178.7109375,9033.203125,7202.1484375,1647.94921875,0.6932349385196265,0.8484670764024184,0.8609689542609009,0.9337047617910543,0.555419921875,0,0,0,-4454.398132951097,10501.637178308823,13707.075169477512,-13381.715804811505,-1.0243137254901962,0,0,1,0,0,1,0,0,1,2,1,3,30.864197530864196,60.49382716049383,8.641975308641975,2,0.162,0.162,1.0,0.162,0.162,0.0,3.5906642728904843,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,9,6164.55078125,5676.26953125,0.525,6164.55078125,5676.26953125,488.28125,0.8405830070411789,0.2580872996159502,5800.217848557692,61.0058053676824,5798.33984375,5920.41015625,0.08247422680412371,1.086021505376344,1.086021505376344,5859.375,5798.33984375,5798.33984375,0.0,0.8506240413308483,0.7487129670425446,0.7789305887028838,0.9834368664453349,0.0244140625,0,0,0,-847.7105034722222,1298.05670844184,7205.53927951389,-17166.1376953125,-0.4197530864197531,0,0,1,1,0,0,0,0,2,3,2,3,33.72781065088758,34.9112426035503,31.360946745562128,2,0.115,0.115,1.0,0.115,0.115,0.0,3.8095238095238093,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,15,7507.32421875,5676.26953125,0.263,5737.3046875,7507.32421875,1831.0546875,0.6531662416070483,0.2538160280010579,6107.214725378788,546.5414941793665,5798.33984375,6591.796875,0.2777777777777778,1.3225806451612903,0.7642276422764228,5798.33984375,5737.3046875,6347.65625,610.3515625,0.67476343278449,0.6626252177207622,0.684290470348909,0.5882861966768519,0.152587890625,0,0,0,6762.761918325273,7716.436234731523,14479.198153056795,-7629.39453125,-1.8978174603174602,1,0,0,2,1,0,1,0,3,1,4,1,56.00000000000001,24.0,20.0,3,0.132,0.057,2.3157894736842106,0.0945,0.0945,0.05303300858899107,11.406844106463877,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,16,8361.81640625,5920.41015625,0.295,7080.078125,8361.81640625,2441.40625,0.8029463359187935,0.24153310078551093,6644.5840371621625,802.8130434962869,6286.62109375,7141.11328125,0.3418803418803419,1.4123711340206186,0.8467153284671532,5920.41015625,6164.55078125,7202.1484375,1220.703125,0.7394085456009785,0.7895470663659726,0.7873800736367982,0.902509412551182,0.244140625,0,1,1,4376.473670703813,12382.628425719244,13711.99262434614,-48036.92853009259,-0.28544690603514133,0,0,1,2,1,0,1,0,1,1,2,0,60.37735849056604,22.641509433962266,16.9811320754717,2,0.213,0.213,1.0,0.213,0.213,0.0,6.779661016949153,3.3898305084745766
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,17,10375.9765625,7873.53515625,0.443,7873.53515625,10375.9765625,2502.44140625,0.8322782473340143,0.29828173992128965,9400.523792613636,689.2831293903502,9521.484375,9124.755859375,0.27424749163879597,1.317829457364341,0.7588235294117647,8850.09765625,9521.484375,10070.80078125,1220.703125,0.7163617775687338,0.9221981289142304,0.8497766439228298,0.841430145976129,0.225830078125,0,0,0,5703.8806733630945,5986.450841187168,9018.255739795917,-7629.39453125,-1.1820408163265304,2,1,0,2,1,0,1,0,3,1,3,1,76.11940298507463,13.432835820895523,10.44776119402985,3,0.049,0.033,1.4848484848484849,0.041,0.041,0.01131370849898476,6.772009029345372,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,19,8422.8515625,5859.375,0.287,6408.69140625,8422.8515625,2563.4765625,0.8877627453003417,0.23991480807118926,6566.365559895833,844.8937500269222,6164.55078125,7141.11328125,0.358974358974359,1.4375,0.7608695652173914,5920.41015625,6042.48046875,7202.1484375,1312.255859375,0.8238025911232851,0.9195176811635931,0.9412697233290515,0.8717932848932063,0.23193359375,0,0,0,7086.167800453514,11397.381218112245,15402.957515471466,-25148.74493634259,-0.6124742031644118,0,0,1,2,1,0,1,0,1,2,2,1,60.0,24.0,16.0,4,0.163,0.026,6.26923076923077,0.049,0.07933333333333333,0.07336438736426097,13.937282229965158,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,20,10192.87109375,8789.0625,0.45,8850.09765625,10192.87109375,1403.80859375,0.9314184852321891,0.2653604180980299,9328.56968470982,378.7179755706021,9216.30859375,9490.966796875,0.14790996784565916,1.1597222222222223,0.8682634730538922,9094.23828125,9216.30859375,9582.51953125,488.28125,0.9360082721292041,0.874220513943593,0.9609448443175408,0.9559227750314349,0.13427734375,0,0,0,2994.5098304473304,3271.9423588564214,7492.497182863181,-7629.39453125,-0.9820565907522428,0,0,1,2,1,0,1,0,6,1,7,0,58.88888888888889,21.11111111111111,20.0,2,0.418,0.418,1.0,0.418,0.418,0.0,4.444444444444445,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,21,10070.80078125,5920.41015625,0.369,6347.65625,10070.80078125,4150.390625,0.9087108024524092,0.27637031883111696,7249.915081521739,1410.715585938575,6713.8671875,7995.60546875,0.5190839694656488,1.7010309278350515,0.6303030303030303,5920.41015625,6652.83203125,8117.67578125,2120.9716796875,1.0476629910446793,0.8775924827381462,0.7593957514971376,0.9403889055407632,0.42724609375,1,0,1,10126.776585923722,12462.689973269398,17526.310261442937,-10511.610243055555,-1.6673287780073096,0,0,1,2,1,0,1,0,0,1,1,0,61.29032258064516,24.193548387096776,14.516129032258066,2,0.238,0.238,1.0,0.238,0.238,0.0,5.420054200542006,2.710027100271003
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,22,8911.1328125,5249.0234375,0.664,7385.25390625,5249.0234375,3662.109375,0.8562123507844285,0.2762292212195468,7654.701791158536,1052.0117253913493,7568.359375,7080.078125,0.5172413793103449,1.697674418604651,1.4069767441860466,7568.359375,8911.1328125,7568.359375,1403.80859375,0.8446376502589746,0.9080188528310135,0.853337520556433,0.8168437894152362,0.537109375,0,0,0,-3258.3779034697727,8266.896751145157,10142.250666542659,-15559.120783730157,-0.6518524283935244,0,0,1,0,0,1,0,0,3,3,3,3,37.06896551724138,47.41379310344828,15.517241379310345,2,0.319,0.319,1.0,0.319,0.319,0.0,3.012048192771084,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,23,10559.08203125,8666.9921875,0.548,8666.9921875,10559.08203125,1892.08984375,0.8178310721217052,0.20439553515963688,9302.475873161764,463.78031263909304,9216.30859375,9613.037109375,0.19682539682539682,1.2183098591549295,0.8208092485549133,8911.1328125,9216.30859375,9521.484375,564.5751953125,0.8690025361480408,0.7467170401387669,0.8734410291894098,0.7767362546895136,0.18310546875,0,0,0,3448.6815365138586,3676.4246568496796,8230.72611991995,-7629.39453125,-1.0788177339901477,2,1,0,2,1,0,1,0,10,1,11,1,58.18181818181818,21.818181818181817,20.0,3,0.434,0.024,18.083333333333332,0.229,0.229,0.28991378028648446,5.474452554744525,0.0
AD259_S123_Sb,Hawaii,HICEAS2017,2017-09-13 21:50:35,Steno bredanensis,500000.0,24,6652.83203125,5432.12890625,0.566,6652.83203125,5432.12890625,1220.703125,0.7965056913034134,0.24155283804546698,5855.887276785715,153.38570664490544,5920.41015625,6042.48046875,0.20202020202020202,1.2247191011235956,1.2247191011235956,5920.41015625,5920.41015625,5859.375,61.03515625,0.8258568971593209,0.8295442944454895,0.6138674847071341,0.9130841001371216,0.048828125,0,1,1,-2002.5624937097416,2002.5624937097416,0.0,-15352.979118441352,0.0,0,0,1,0,0,1,0,0,0,5,0,5,30.45977011494253,39.08045977011494,30.45977011494253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76678445229682
