Encounter,Location,Project,Recording,Species,SamplingRate,SELECTIONNUMBER,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,DCMEAN,DCSTDDEV,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,DCQUARTER1MEAN,DCQUARTER2MEAN,DCQUARTER3MEAN,DCQUARTER4MEAN,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,FREQBEGSWEEP,FREQBEGUP,FREQBEGDWN,FREQENDSWEEP,FREQENDUP,FREQENDDWN,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEDIANDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLDUR,STEPDUR
s194,Hawaii,HICEAS2002,2002-10-09 08:15:17,Steno bredanensis,150000.0,3,10473.6328125,8862.3046875,0.703,9008.7890625,9301.7578125,1611.328125,0.37992395474227614,0.06740312827273882,9486.27178485577,352.6601258749033,9448.2421875,9667.96875,0.16666666666666666,1.1818181818181819,0.968503937007874,9594.7265625,10180.6640625,9594.7265625,311.279296875,0.3730912972043423,0.3748076771920238,0.3881742059923715,0.3840438922354082,0.57861328125,0,0,0,338.6139042995847,10649.407290221912,94313.84858630951,-13275.146484375005,-7.104542966611929,0,0,1,1,0,0,5,2,0,8,3,5,25.0,53.57142857142857,21.428571428571427,10,0.104,0.007,14.857142857142856,0.015,0.04111111111111111,0.037035268476293126,14.224751066856332,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:15:17,Steno bredanensis,150000.0,5,6445.3125,4980.46875,0.628,4980.46875,6445.3125,1464.84375,0.34858318874601063,0.10104524211095908,5541.9921875,437.90239582309886,5346.6796875,5712.890625,0.2564102564102564,1.2941176470588236,0.7727272727272727,5126.953125,5346.6796875,5859.375,732.421875,0.26224102312155523,0.3497276546635993,0.39051290421323415,0.3956051801867171,0.13916015625,0,0,0,2336.20590304736,2336.20590304736,10746.547154017855,0.0,0.0,2,1,0,1,0,0,0,0,10,0,9,1,45.7286432160804,27.1356783919598,27.1356783919598,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:15:17,Steno bredanensis,150000.0,6,6445.3125,4760.7421875,0.935,4760.7421875,6445.3125,1684.5703125,0.3806922881035855,0.040696407495527984,5277.683423913043,371.33604171275147,5200.1953125,5603.02734375,0.3006535947712418,1.353846153846154,0.7386363636363636,5053.7109375,5200.1953125,5419.921875,366.2109375,0.3791228458362914,0.39180705054630743,0.3656290350468086,0.38592947627389246,0.15380859375,0,0,0,1810.6884205552653,1810.6884205552653,10785.40493982919,0.0,0.0,1,0,0,2,1,0,1,0,13,0,14,0,41.9753086419753,29.01234567901235,29.01234567901235,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:13:17,Steno bredanensis,150000.0,1,10034.1796875,7690.4296875,0.778,7690.4296875,9814.453125,2343.75,0.43014887457188145,0.10019060594447284,8869.947350543478,877.1040747358167,8935.546875,8862.3046875,0.2644628099173554,1.3047619047619048,0.7835820895522388,8203.125,8935.546875,9448.2421875,1464.84375,0.5153957372865404,0.4392749207021975,0.40362884193239307,0.35987268135905637,0.30029296875,0,0,0,2741.992921757518,4026.943579652258,18372.82764668368,-10463.169642857141,-1.7559523809523818,1,0,0,0,0,1,0,1,10,4,9,6,40.909090909090914,32.231404958677686,26.859504132231404,7,0.246,0.013,18.923076923076923,0.075,0.09216666666666666,0.08769815657507668,8.997429305912597,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:14:17,Steno bredanensis,150000.0,3,8496.09375,8349.609375,0.362,8496.09375,8349.609375,146.484375,0.3732984646634384,0.06393433833370177,8430.989583333334,67.73797333671801,8422.8515625,8422.8515625,0.017391304347826087,1.0175438596491229,1.0175438596491229,8496.09375,8422.8515625,8349.609375,146.484375,0.38975814155336824,0.37161018794201334,0.38193620668569817,0.34875306092125036,0.0146484375,0,0,0,-394.8365902964959,394.8365902964959,0.0,-10463.169642857143,0.0,1,0,0,1,0,0,0,0,0,2,0,3,32.432432432432435,35.13513513513514,32.432432432432435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:14:17,Steno bredanensis,150000.0,4,6079.1015625,4687.5,0.771,4687.5,6079.1015625,1391.6015625,0.34221370688871255,0.07146420518553945,5109.606291118421,365.1467484394095,4980.46875,5383.30078125,0.2585034013605442,1.296875,0.7710843373493976,4833.984375,4980.46875,5346.6796875,494.384765625,0.3648444194905101,0.3746496228023113,0.3382965662291052,0.28909755372880275,0.12451171875,0,0,0,1792.4736784924144,1792.4736784924144,10660.501351033834,0.0,0.0,1,0,0,2,1,0,1,0,13,0,14,0,42.42424242424242,28.78787878787879,28.78787878787879,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:14:17,Steno bredanensis,150000.0,5,8642.578125,7470.703125,0.43,7470.703125,8422.8515625,1171.875,0.31472251339579016,0.0767376269971936,8349.609375,388.65820428668053,8496.09375,8056.640625,0.14545454545454545,1.1568627450980393,0.8869565217391304,8642.578125,8569.3359375,8422.8515625,146.484375,0.31922050478645864,0.28737504557122434,0.3005264292520192,0.35393791191925844,0.13916015625,1,0,1,2601.9522392290255,3598.4445861678005,195312.5,-10463.169642857143,-18.666666666666668,1,0,0,1,0,0,0,0,1,3,1,4,32.94117647058823,35.294117647058826,31.76470588235294,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3255813953488373
s194,Hawaii,HICEAS2002,2002-10-09 08:14:17,Steno bredanensis,150000.0,7,8642.578125,8422.8515625,0.375,8642.578125,8422.8515625,219.7265625,0.36782521332942686,0.044980815787636866,8463.39634486607,62.33554109224695,8422.8515625,8532.71484375,0.02575107296137339,1.0260869565217392,1.0260869565217392,8496.09375,8422.8515625,8422.8515625,73.2421875,0.36355901009190184,0.34719520071463794,0.3887914537541882,0.3723856640389085,0.0146484375,0,0,0,-634.1314935064935,634.1314935064935,0.0,-11625.744047619046,0.0,0,0,1,1,0,0,0,0,0,3,0,4,32.0,36.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:01:33,Steno bredanensis,150000.0,1,10144.04296875,9960.9375,0.889,10144.04296875,9960.9375,183.10546875,0.046842902754404545,0.041004262823735343,10045.831853693182,44.57884075267356,10070.80078125,10052.490234375,0.018214936247723135,1.0183823529411764,1.0183823529411764,10070.80078125,10034.1796875,10070.80078125,36.62109375,0.06658191204673726,0.03663152350290481,0.04611832778907863,0.03744437080134547,0.029296875,0,0,0,-202.04029744294166,443.4980584319526,7847.377232142857,-2622.4995707417584,-2.9923273657289,0,0,1,0,0,1,0,0,1,5,1,6,31.25,38.75,30.0,2,0.163,0.163,1.0,0.163,0.163,0.0,2.249718785151856,0.0
s194,Hawaii,HICEAS2002,2002-10-09 08:01:33,Steno bredanensis,150000.0,3,11499.0234375,9814.453125,0.307,11499.0234375,9814.453125,1684.5703125,0.07216678796014568,0.062117129216370456,10483.186141304348,529.1961226404924,10400.390625,10656.73828125,0.15807560137457044,1.171641791044776,1.171641791044776,10913.0859375,10400.390625,9960.9375,933.837890625,0.06489192625043165,0.07890258788680928,0.08261620625375012,0.062305437066232615,0.146484375,0,0,0,-5560.9809027777765,5560.9809027777765,0.0,-10880.180027173912,0.0,0,0,1,0,0,1,0,0,0,3,0,3,13.333333333333334,73.33333333333333,13.333333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
